Contrato;Modalidade;Status;Placa;Reserva;Grupo Reserva;Grupo Retirada;Canal Venda;Retirada;Loja RET;Devolução;Loja DEV;Diárias;Total do Período;Upgrade/Upsell;Região Retirada;Região Devolução
20345684;Eventual;Aberto;GJN0E36;MV23A0BU2HBR;AX;QX;Loja - Walk in;26/03/2023 16:40;UBERLÂNDIA AEROPORTO;27/03/2023 19:40;UBERLÂNDIA AEROPORTO;1.0;443,46;UpSell;RAC_MG;RAC_MG
20345696;Eventual;Aberto;RNN5E52;MV1OGE1WSLBR;BX;H;Parcerias;26/03/2023 16:39;SANTOS AFFONSO PENNA;27/03/2023 17:00;SANTOS AFFONSO PENNA;1.0;293,85;UpSell;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20345755;Eventual;Aberto;RTM1J34;MV4H06MVKK4BR;D;H;Portal Agência;26/03/2023 16:51;RIO DE JANEIRO - BANGU SHOPPING;27/03/2023 17:00;RIO DE JANEIRO - BANGU SHOPPING;1.0;157,82;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20345872;Eventual;Aberto;RVF6E43;MV1KWMICF2BR;BX;SY;Website Movida;26/03/2023 17:25;BRASILIA AEROPORTO;27/03/2023 18:00;BRASILIA AEROPORTO;1.0;414,19;Upgrade;RAC_CO;RAC_CO
20345982;Eventual;Aberto;RTO1B82;MV1K5YKGLHBR;F;H;Website Movida;26/03/2023 18:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;27/03/2023 18:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;1.0;238,99;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20346094;Eventual;Aberto;RUR7F83;MV1OCKRBEFBR;BX;HX;Loja - Walk in;26/03/2023 18:40;RIBEIRÃO PRETO AEROPORTO;27/03/2023 19:30;RIBEIRÃO PRETO AEROPORTO;1.0;332,00;Upgrade;RAC_MG;RAC_MG
20346106;Eventual;Aberto;GAD8F75;MV28C2Q6J3BR;HW;HX;Portal Empresa;26/03/2023 18:27;SÃO PAULO - SHOPPING DeD - BROOKLIN;27/03/2023 18:00;SÃO PAULO - SHOPPING DeD - BROOKLIN;1.0;256,00;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20346115;Eventual;Aberto;RTO9J54;MV24KONI6ABR;FX;H;Mobile;26/03/2023 18:29;VITÓRIA AEROPORTO;27/03/2023 18:00;VITÓRIA AEROPORTO;1.0;186,31;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20346170;Eventual;Aberto;GCW7B36;MV2ACIDMM9BR;FX;H;Call Center;26/03/2023 18:45;CAMPINAS OROSIMBO;27/03/2023 20:00;CAMPINAS OROSIMBO;1.0;258,56;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20346349;Eventual;Aberto;RTW7I29;MV1O8RHIQSBR;FY;HX;Mobile;26/03/2023 19:24;SÃO PAULO - SHOPPING CAMPO LIMPO;27/03/2023 18:00;SÃO PAULO - SHOPPING CAMPO LIMPO;1.0;250,84;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20346350;Eventual;Aberto;RTX0J73;MV1JNTT7BBBR;H;HX;WebServices (XML);26/03/2023 19:30;SÃO PAULO - GUARULHOS AEROPORTO;27/03/2023 19:00;SÃO PAULO - GUARULHOS AEROPORTO;1.0;210,90;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20346376;Eventual;Aberto;GJQ6G05;MV1TO6D3OXBR;F;H;Portal Agência;26/03/2023 19:26;SÃO PAULO - JUSCELINO KUBITSCHEK;27/03/2023 20:00;SÃO PAULO - JUSCELINO KUBITSCHEK;1.0;132,66;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20346422;Eventual;Aberto;RIZ6F63;MV1KWMIJOBBR;HX;G;Loja - Walk in;26/03/2023 19:45;BRASILIA AEROPORTO;27/03/2023 20:00;BRASILIA AEROPORTO;1.0;282,44;UpSell;RAC_CO;RAC_CO
20346444;Eventual;Aberto;GFL4A15;MV1KJB2027BR;G;HX;Mobile;26/03/2023 19:49;CAMPINAS AEROPORTO;27/03/2023 20:30;SÃO PAULO - GUARULHOS AEROPORTO;1.0;363,92;Upgrade;RAC_SP_INTERIOR;RAC_SP_ZL_ABC_VP
20346461;Eventual;Aberto;RUQ1D67;MV1TO6DQC3BR;BS;SY;Portal Empresa;26/03/2023 19:54;SÃO PAULO - JUSCELINO KUBITSCHEK;27/03/2023 20:00;SÃO PAULO - JUSCELINO KUBITSCHEK;1.0;499,17;UpSell;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20346587;Eventual;Aberto;RNV0D89;MV1LGNW6F7BR;BX;HX;Loja - Walk in;26/03/2023 20:40;GOIÂNIA AEROPORTO;27/03/2023 20:40;GOIÂNIA AEROPORTO;1.0;355,31;Upgrade;RAC_CO;RAC_CO
20346595;Eventual;Aberto;RTN0B58;MV1K09NEB9BR;HW;KX;Mobile;26/03/2023 20:37;FORTALEZA AEROPORTO;27/03/2023 20:00;FORTALEZA AEROPORTO;1.0;1.046,34;UpSell;RAC_NORDESTE;RAC_NORDESTE
20346760;Eventual;Aberto;RKE7D35;MV1JNTT90DBR;G;HX;Mobile;26/03/2023 22:10;SÃO PAULO - GUARULHOS AEROPORTO;27/03/2023 22:10;SÃO PAULO - GUARULHOS AEROPORTO;1.0;277,24;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20346775;Eventual;Aberto;RNM8C58;MV1SBKEORFBR;FX;FY;Website Movida;26/03/2023 22:26;FLORIANÓPOLIS AEROPORTO;27/03/2023 21:30;MARINGÁ AEROPORTO;1.0;1.495,40;Upgrade;RAC_SUL_RS_SC;RAC_SUL_PR_SC
20346860;Eventual;Aberto;RTC0A54;MV1SBKEQ44BR;F;G;Call Center;26/03/2023 23:50;FLORIANÓPOLIS AEROPORTO;27/03/2023 19:00;FLORIANÓPOLIS AEROPORTO;1.0;244,09;Upgrade;RAC_SUL_RS_SC;RAC_SUL_RS_SC
20346874;Eventual;Aberto;BND0B61;MV1K09LBVNBR;FY;FX;Parcerias;26/03/2023 23:45;FORTALEZA AEROPORTO;27/03/2023 22:30;FORTALEZA AEROPORTO;1.0;319,30;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20347319;Eventual;Aberto;RTT0B31;MV2D2PBEWUBR;D;H;Portal Agência;27/03/2023 07:15;BARUERI ALPHAVILLE - TAMBORE;27/03/2023 20:00;BARUERI ALPHAVILLE - TAMBORE;1.0;243,40;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20347647;Eventual;Aberto;RUH1E56;MV1SBKEI4IBR;FY;H;Portal Agência;27/03/2023 08:00;FLORIANÓPOLIS AEROPORTO;27/03/2023 17:00;FLORIANÓPOLIS AEROPORTO;1.0;220,70;Upgrade;RAC_SUL_RS_SC;RAC_SUL_RS_SC
20347732;Eventual;Aberto;RUA9F23;MV1KJB1N78BR;F;HX;Portal Agência;27/03/2023 08:00;CAMPINAS AEROPORTO;27/03/2023 23:50;CAMPINAS AEROPORTO;1.0;232,34;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20348557;Eventual;Aberto;RKA7H70;MV1LGNJ4EXBR;BS;HX;Portal Agência;27/03/2023 08:56;GOIÂNIA AEROPORTO;27/03/2023 19:00;GOIÂNIA AEROPORTO;1.0;218,73;Upgrade;RAC_CO;RAC_CO
20348595;Eventual;Aberto;RKI7E42;MV1JTJOYJ6BR;F;HX;Portal Agência;27/03/2023 09:00;BELO HORIZONTE AEROPORTO CONFINS;27/03/2023 18:30;BELO HORIZONTE AEROPORTO CONFINS;1.0;223,90;Upgrade;RAC_MG;RAC_MG
20349360;Eventual;Aberto;RUW0B52;MV1JLX6XNWBR;BX;L;WebServices (XML);27/03/2023 10:00;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 23:30;SÃO PAULO - GUARULHOS AEROPORTO;1.0;319,48;Upgrade;RAC_SP_CAPITAL;RAC_SP_ZL_ABC_VP
20350110;Eventual;Aberto;RTU2D63;MV1OGE24U5BR;D;H;Mobile;27/03/2023 10:45;SANTOS AFFONSO PENNA;27/03/2023 19:30;CAMPINAS AEROPORTO;1.0;242,79;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_INTERIOR
